Bod1Cis, Bod2Cis, CasCesty, Dlzka, Druh, Hmot, Loko, MeskanieOdchod, PocNaprav, PocVoznov, Vlak
33064700, 34694000, 660, 0, Os, 0, 8140, 0, 0, 0, 23301
33064700, 34694000, 660, 0, Os, 0, 8140, 0, 0, 0, 23303
33064700, 34694000, 660, 0, Os, 0, 8140, 0, 0, 0, 23305
33064700, 34694000, 660, 0, Os, 0, 8140, 0, 0, 0, 23307
33064700, 34694000, 660, 0, Os, 0, 8140, 0, 0, 0, 23309
33064700, 34694000, 660, 0, Os, 0, 8140, 0, 0, 0, 23313
33064700, 34694000, 660, 0, Os, 0, 8140, 0, 0, 0, 23315
33064700, 34694000, 660, 0, Os, 0, 8140, 0, 0, 0, 23317
33064700, 34694000, 660, 0, Os, 0, 8140, 0, 0, 0, 23319
33064700, 34694000, 660, 0, Os, 0, 8140, 0, 0, 0, 23321
33064700, 34694000, 660, 0, Os, 0, 8140, 0, 0, 0, 23323
33064700, 34694000, 660, 0, Os, 0, 8140, 0, 0, 0, 23325
33064700, 34694000, 660, 0, Os, 0, 8140, 0, 0, 0, 23327
33064700, 34694000, 660, 0, Os, 0, 8140, 0, 0, 0, 23329
33064700, 34694000, 660, 0, Os, 0, 8140, 0, 0, 0, 23331
33064700, 34694000, 660, 0, Os, 0, 8140, 0, 0, 0, 23333
33064700, 34694000, 660, 0, Os, 0, 8140, 0, 0, 0, 23335
33064700, 34694000, 660, 0, Os, 0, 8140, 0, 0, 0, 23335
33404500, 34804500, 720, 14, Os, 24, 8100, 60, 2, 1, 23353
33404500, 34804500, 720, 14, Os, 24, 8100, 0, 2, 1, 23355
33404500, 34804500, 720, 14, Os, 24, 8100, -120, 2, 1, 23357
33404500, 34804500, 720, 14, Os, 24, 8100, 60, 2, 1, 23359
33404500, 34804500, 720, 14, Os, 24, 8100, 0, 2, 1, 23361
33404500, 34804500, 720, 14, Os, 24, 8100, 0, 2, 1, 23363
33404500, 34804500, 720, 14, Os, 24, 8100, 60, 2, 1, 23365
33404500, 34804500, 720, 14, Os, 24, 8100, 0, 2, 1, 23367
33404500, 34804500, 720, 14, Os, 24, 8100, -180, 2, 1, 23369
33404500, 34804500, 720, 14, Os, 24, 8100, 60, 2, 1, 23371
33404500, 34804500, 720, 14, Os, 24, 8100, 0, 2, 1, 23373
33404500, 34804500, 720, 14, Os, 24, 8100, 0, 2, 1, 23375
33472200, 33722000, 180, 150, Ex, 341, 3800, -135, 24, 6, 100
33472200, 33722000, 180, 124, Ex, 299, 3800, -281, 20, 5, 102
33472200, 33722000, 180, 150, Ex, 350, 3800, -645, 24, 6, 104
33472200, 33722000, 180, 149, Ex, 348, 1510, -565, 24, 6, 113
33472200, 33722000, 180, 202, Ex, 447, 1098, -1516, 32, 8, 115
33472200, 33722000, 180, 223, Ex, 477, 1510, -1361, 36, 9, 117
33472200, 33722000, 240, 196, Ex, 435, 3800, -83, 32, 8, 121
33472200, 33722000, 240, 193, Ex, 432, 3500, -4461, 32, 8, 123
33472200, 33722000, 240, 219, Ex, 485, 3800, -1884, 36, 9, 125
33472200, 33722000, 240, 174, Ex, 398, 3800, -491, 28, 7, 127
33472200, 33722000, 240, 202, Ex, 464, 3800, -274, 32, 8, 129
33472200, 33722000, 180, 150, Ex, 354, 3800, -194, 24, 6, 130
33472200, 33722000, 180, 147, Ex, 339, 1510, -3571, 24, 6, 141
33472200, 33722000, 180, 149, Ex, 344, 1510, -611, 24, 6, 143
33472200, 33722000, 180, 172, Ex, 394, 1510, -197, 28, 7, 145
33472200, 33722000, 240, 172, Ex, 388, 3800, 0, 28, 7, 221
33472200, 33722000, 120, 185, Ex, 378, 6800, -1438, 28, 7, 241
33472200, 33722000, 150, 178, Ex, 416, 3800, -1948, 28, 7, 406
33472200, 33722000, 150, 177, Ex, 420, 3800, -477, 28, 7, 406
33472200, 33722000, 150, 281, R, 666, 3800, -94, 44, 11, 408
33472200, 33722000, 180, 412, Ex, 848, 3505, -196, 64, 16, 443
33472200, 33722000, 180, 411, Ex, 845, 3505, 12, 64, 16, 443
33472200, 33722000, 120, 185, Ex, 412, 6800, -1962, 28, 7, 505
33472200, 33722000, 120, 185, Ex, 412, 6800, -207, 28, 7, 507
33472200, 33722000, 120, 176, Ex, 398, 6800, -165, 28, 7, 509
33472200, 33722000, 120, 185, Ex, 412, 1510, -142, 28, 7, 511
33472200, 33722000, 180, 149, Ex, 338, 1510, -662, 24, 6, 513
33472200, 33722000, 120, 185, Ex, 412, 6800, -1005, 28, 7, 515
33472200, 33722000, 120, 185, Ex, 412, 6800, -479, 28, 7, 517
33472200, 33722000, 120, 185, Ex, 412, 6800, -589, 28, 7, 517
33472200, 33722000, 240, 172, Ex, 390, 3800, -150, 28, 7, 521
33472200, 33722000, 240, 199, Ex, 450, 3800, -373, 32, 8, 523
33472200, 33722000, 240, 172, Ex, 390, 3800, -495, 28, 7, 523
33472200, 33722000, 180, 149, Ex, 346, 1510, -628, 24, 6, 545
33472200, 33722000, 180, 96, Ex, 238, 1510, -104, 16, 4, 547
33472200, 33722000, 180, 122, Ex, 289, 3800, -412, 20, 5, 590
33472200, 33722000, 180, 144, R, 321, 1510, -144, 24, 6, 641
33472200, 33722000, 180, 166, R, 359, 3620, -131, 28, 7, 821
33472200, 33722000, 180, 166, R, 358, 3620, -719, 28, 7, 823
33472200, 33722000, 180, 166, R, 358, 3620, -491, 28, 7, 825
33472200, 33722000, 180, 166, R, 359, 3620, 0, 28, 7, 827
33472200, 33722000, 180, 166, R, 359, 3620, -611, 28, 7, 827
33472200, 33722000, 180, 166, R, 358, 3620, -619, 28, 7, 829
33472200, 33722000, 180, 166, R, 359, 3620, -275, 28, 7, 831
33472200, 33722000, 180, 166, R, 359, 3620, -795, 28, 7, 833
33472200, 33722000, 180, 166, R, 358, 3620, -519, 28, 7, 835
33472200, 33722000, 180, 191, R, 403, 3620, 0, 32, 8, 837
33472200, 33722000, 180, 191, R, 403, 3620, -124, 32, 8, 837
33472200, 33722000, 180, 162, R, 359, 3620, 0, 28, 7, 839
33472200, 33722000, 180, 166, R, 358, 3620, -945, 28, 7, 839
33472200, 33722000, 180, 166, R, 359, 3620, 0, 28, 7, 841
33472200, 33722000, 180, 166, R, 359, 3620, -464, 28, 7, 841
33472200, 33722000, 180, 164, R, 351, 3620, -578, 28, 7, 843
33472200, 33722000, 180, 166, R, 359, 3620, -666, 28, 7, 845
33472200, 33722000, 180, 189, R, 396, 3620, -378, 32, 8, 847
33472200, 33722000, 180, 215, R, 447, 3620, -1655, 36, 9, 849
33472200, 33722000, 180, 166, R, 358, 3620, -466, 28, 7, 849
33472200, 33722000, 180, 229, Ex, 489, 1620, -132, 36, 9, 1001
33472200, 33722000, 180, 255, Ex, 543, 1620, -9082, 40, 10, 1003
33472200, 33722000, 180, 229, Ex, 493, 1620, -2762, 36, 9, 1005
33472200, 33722000, 180, 204, Ex, 445, 1620, -552, 32, 8, 1007
33472200, 33722000, 180, 255, Ex, 543, 1620, -1261, 40, 10, 1009
33472200, 33722000, 180, 229, Ex, 495, 1620, -1120, 36, 9, 1011
33472200, 33722000, 180, 229, Ex, 493, 1620, -484, 36, 9, 1013
33472200, 33722000, 180, 229, Ex, 489, 1620, -634, 36, 9, 1015
33472200, 33722000, 180, 255, Ex, 547, 1620, -790, 40, 10, 1017
33472200, 33722000, 180, 255, Ex, 544, 1620, -688, 40, 10, 1019
33472200, 33722000, 180, 281, Ex, 595, 1620, -477, 44, 11, 1019
33472200, 33722000, 180, 361, Ex, 751, 1620, -418, 56, 14, 1021
33472200, 33722000, 180, 308, Ex, 637, 1620, -108, 48, 12, 1021
33472200, 33722000, 300, 44, Sv, 131, 1502, 5246, 8, 2, 1301
33472200, 33722000, 180, 90, Ex, 169, 4800, -3804, 12, 1, 1351
33472200, 33722000, 180, 90, Ex, 169, 4800, -1601, 12, 1, 1357
33472200, 33722000, 180, 90, Ex, 169, 4800, -2187, 12, 1, 1359
33472200, 33722000, 180, 90, Ex, 169, 4800, -199, 12, 1, 1367
33472200, 33722000, 180, 90, Ex, 169, 4800, -641, 12, 1, 1367
33472200, 33722000, 240, 98, Sp, 224, 4600, -26, 16, 4, 1717
33472200, 33722000, 270, 98, Os, 224, 4600, -199, 16, 4, 3203
33472200, 33722000, 210, 98, Os, 224, 4600, -324, 16, 4, 3205
33472200, 33722000, 240, 98, Os, 224, 4600, -244, 16, 4, 3211
33472200, 33722000, 240, 98, Os, 224, 4600, -22, 16, 4, 3225
33472200, 33722000, 270, 98, Os, 224, 4600, -499, 16, 4, 3227
33472200, 33722000, 270, 98, Os, 224, 4600, -471, 16, 4, 3229
33472200, 33722000, 270, 98, Os, 224, 4600, -63, 16, 4, 3233
33472200, 33722000, 270, 98, Os, 224, 4600, -576, 16, 4, 3235
33472200, 33722000, 270, 98, Os, 224, 4600, -326, 16, 4, 3237
33472200, 33722000, 270, 98, Os, 224, 1630, -238, 16, 4, 3239
33472200, 33722000, 210, 91, Os, 212, 1630, -58, 16, 4, 3301
33472200, 33722000, 210, 91, Os, 217, 1630, -145, 16, 4, 3303
33472200, 33722000, 210, 117, Os, 262, 1630, -160, 20, 5, 3307
33472200, 33722000, 210, 98, Os, 224, 4600, -562, 16, 4, 3325
33472200, 33722000, 210, 98, Os, 224, 4600, -277, 16, 4, 3325
33472200, 33722000, 270, 98, Os, 224, 4600, -83, 16, 4, 3331
33472200, 33722000, 270, 98, Os, 224, 4600, -39, 16, 4, 3333
33472200, 33722000, 330, 98, Os, 224, 4600, -523, 16, 4, 3335
33472200, 33722000, 270, 98, Os, 224, 4600, -464, 16, 4, 3337
33472200, 33722000, 240, 570, Nex, 998, 1870, -13407, 124, 17, 40514
33472200, 33722000, 180, 566, Nex, 1353, 3630, -26445, 104, 22, 41720
33472200, 33722000, 240, 592, Nex, 1213, 1300, -9622, 92, 38, 43204
33472200, 33722000, 180, 565, Nex, 1194, 3630, -51558, 96, 22, 43400
33472200, 33722000, 180, 17, Lv, 87, 3630, -30753, 4, 1, 45220
33472200, 33722000, 240, 317, Nex, 907, 3630, 12114, 88, 22, 45222
33472200, 33722000, 300, 390, Nex, 827, 1300, -21707, 110, 28, 45711
33472200, 33722000, 300, 284, Nex, 684, 1300, -1269, 78, 20, 45711
33472200, 33722000, 240, 604, Nex, 1012, 3266, -15327, 172, 43, 47002
33472200, 33722000, 240, 239, Nex, 1337, 3266, -8040, 76, 19, 47002
33472200, 33722000, 180, 385, Nex, 633, 3266, -11173, 108, 27, 47006
33472200, 33722000, 180, 569, Nex, 1017, 3266, -36607, 164, 41, 47006
33472200, 33722000, 180, 494, Nex, 655, 3266, -39597, 100, 25, 47046
33472200, 33722000, 300, 558, Nex, 919, 1230, -2132, 96, 24, 47200
33472200, 33722000, 180, 253, Pn, 483, 3266, -10023, 68, 17, 48056
33472200, 33722000, 180, 533, Pn, 937, 3266, -54733, 152, 38, 48056
33472200, 33722000, 180, 165, Pn, 318, 1890, -12810, 40, 10, 48070
33472200, 33722000, 180, 39, Pn, 171, 1860, -17990, 8, 2, 48072
33472200, 33722000, 240, 0, Pn, 0, 1300, -79320, 0, 0, 48224
33472200, 33722000, 180, 600, Pn, 745, 3630, -12223, 70, 23, 49404
33472200, 33722000, 180, 318, Pn, 680, 7500, -4030, 88, 21, 52829
33472200, 33722000, 180, 520, Nex, 958, 1930, -19173, 144, 36, 53582
33472200, 33722000, 300, 555, Pn, 700, 7530, -18047, 100, 25, 53757
33472200, 33722000, 300, 413, Pn, 2457, 1300, -70800, 120, 30, 53761
33472200, 33722000, 240, 439, Pn, 1881, 3630, -6978, 96, 24, 53880
33472200, 33722000, 240, 298, Nex, 475, 1830, 10672, 60, 15, 54093
33472200, 33722000, 240, 319, Nex, 1600, 3830, 5170, 80, 20, 54095
33472200, 33722000, 240, 180, Nex, 382, 1810, 11230, 54, 7, 54169
33472200, 33722000, 180, 560, Pn, 2749, 3650, -11553, 156, 39, 54196
33472200, 33722000, 180, 20, Lv, 87, 1890, -24198, 4, 1, 54226
33472200, 33722000, 180, 595, Pn, 958, 3700, -4011, 164, 41, 54232
33472200, 33722000, 210, 17, Lv, 85, 1630, -511, 4, 1, 54258
33472200, 33722000, 240, 493, Nex, 785, 3630, 1153, 136, 34, 54340
33472200, 33722000, 300, 396, Pn, 2234, 1220, -30144, 116, 29, 54375
33472200, 33722000, 210, 18, Lv, 85, 1220, -2002, 4, 1, 54384
33472200, 33722000, 360, 537, Pn, 919, 3630, -45928, 152, 38, 54401
33472200, 33722000, 300, 342, Pn, 1938, 1630, -14976, 100, 25, 54419
33472200, 33722000, 180, 331, Pn, 1533, 1890, -15276, 80, 20, 54640
33472200, 33722000, 240, 288, Nex, 1654, 1300, -8980, 84, 21, 54767
33472200, 33722000, 210, 413, Pn, 2457, 1300, -232, 120, 30, 54801
33472200, 33722000, 210, 270, Pn, 1474, 3630, -10447, 84, 21, 54879
33472200, 33722000, 600, 407, Nex, 906, 7420, -8350, 128, 32, 55091
33472200, 33722000, 150, 66, Nex, 163, 1630, 258, 12, 3, 60051
33472200, 33722000, 180, 42, Nex, 124, 1630, -1797, 8, 2, 60057
33472200, 33722000, 240, 462, Nex, 1176, 1300, 363, 98, 20, 60101
33472200, 33722000, 360, 165, Nex, 315, 1300, 94, 40, 11, 60208
33472200, 33722000, 240, 545, Nex, 1753, 1300, 1537, 128, 32, 60408
33472200, 33722000, 240, 190, Nex, 330, 1300, -614, 38, 10, 60408
33472200, 33722000, 360, 645, Nex, 820, 1630, 4382, 122, 25, 61011
33472200, 33722000, 180, 425, Pn, 1142, 3630, 5737, 120, 30, 62001
33472200, 33722000, 240, 515, Pn, 1212, 1300, -233, 116, 29, 62011
33472200, 33722000, 240, 662, Pn, 888, 3630, -3263, 134, 34, 62015
33472200, 33722000, 240, 144, Pn, 386, 3630, 2372, 40, 10, 62015
33472200, 33722000, 420, 449, Pn, 1323, 1300, -5002, 120, 31, 62017
33472200, 33722000, 360, 619, Pn, 1167, 1300, -3127, 140, 35, 62173
33472200, 33722000, 300, 275, Pn, 577, 1300, -49937, 80, 20, 64403
33472200, 33722000, 180, 190, Pn, 776, 3630, 28, 48, 17, 64411
33472200, 33722000, 240, 242, Pn, 1386, 1230, -31453, 68, 17, 64601
33472200, 33722000, 240, 415, Pn, 848, 1810, -7244, 124, 31, 69231
33472200, 33722000, 240, 429, Pn, 906, 1810, 5992, 128, 32, 69231
33472200, 33722000, 240, 14, Sluz, 24, 4390, -5038, 2, 1, 100847
33472200, 34042200, 240, 150, Ex, 345, 3800, -1563, 24, 6, 101
33472200, 34042200, 240, 150, Ex, 341, 3800, -928, 24, 6, 103
33472200, 34042200, 240, 150, Ex, 352, 3800, -200, 24, 6, 105
33472200, 34042200, 270, 176, Ex, 392, 1098, -112, 28, 7, 112
33472200, 34042200, 270, 202, Ex, 451, 1510, -941, 32, 8, 114
33472200, 34042200, 270, 174, Ex, 397, 1510, -564, 28, 7, 116
33472200, 34042200, 270, 144, Ex, 339, 3800, -853, 24, 6, 120
33472200, 34042200, 270, 119, Ex, 288, 3800, -780, 20, 5, 122
33472200, 34042200, 270, 147, Ex, 341, 3800, -479, 24, 6, 124
33472200, 34042200, 270, 196, Ex, 441, 3800, -491, 32, 8, 126
33472200, 34042200, 270, 174, Ex, 402, 3800, -863, 28, 7, 128
33472200, 34042200, 240, 150, Ex, 361, 3800, -1039, 24, 6, 131
33472200, 34042200, 270, 147, Ex, 339, 1510, -2170, 24, 6, 140
33472200, 34042200, 270, 149, Ex, 346, 1510, -1364, 24, 6, 142
33472200, 34042200, 270, 198, Ex, 432, 1510, -960, 32, 8, 144
33472200, 34042200, 270, 175, Ex, 404, 3505, -440, 28, 7, 220
33472200, 34042200, 210, 185, Ex, 412, 6800, -1738, 28, 7, 240
33472200, 34042200, 240, 177, Ex, 420, 3800, -94, 28, 7, 407
33472200, 34042200, 270, 411, Ex, 842, 3830, -654, 64, 16, 442
33472200, 34042200, 210, 176, Ex, 398, 1510, -793, 28, 7, 502
33472200, 34042200, 210, 185, Ex, 412, 6800, -726, 28, 7, 504
33472200, 34042200, 210, 185, Ex, 412, 6800, -1014, 28, 7, 506
33472200, 34042200, 210, 185, Ex, 412, 1510, -234, 28, 7, 510
33472200, 34042200, 210, 185, Ex, 412, 6800, -868, 28, 7, 512
33472200, 34042200, 240, 149, Ex, 338, 3710, -799, 24, 6, 514
33472200, 34042200, 210, 185, Ex, 412, 6800, -278, 28, 7, 516
33472200, 34042200, 270, 172, Ex, 388, 3505, -87, 28, 7, 520
33472200, 34042200, 270, 223, Ex, 491, 3800, -18, 36, 9, 522
33472200, 34042200, 270, 174, Ex, 389, 1510, -1106, 28, 7, 544
33472200, 34042200, 270, 97, Ex, 245, 1510, -246, 16, 4, 546
33472200, 34042200, 240, 122, Ex, 289, 3800, -825, 20, 5, 591
33472200, 34042200, 240, 91, R, 215, 1502, -669, 16, 4, 640
33472200, 34042200, 270, 166, R, 359, 3620, -375, 28, 7, 820
33472200, 34042200, 270, 166, R, 358, 3620, -698, 28, 7, 824
33472200, 34042200, 270, 166, R, 358, 3620, -454, 28, 7, 826
33472200, 34042200, 270, 166, R, 359, 3620, -1031, 28, 7, 828
33472200, 34042200, 270, 166, R, 359, 3620, -602, 28, 7, 830
33472200, 34042200, 270, 166, R, 358, 3620, -882, 28, 7, 832
33472200, 34042200, 270, 166, R, 358, 3620, -1385, 28, 7, 834
33472200, 34042200, 270, 166, R, 359, 3620, -754, 28, 7, 836
33472200, 34042200, 270, 166, R, 358, 3620, -495, 28, 7, 838
33472200, 34042200, 270, 191, R, 404, 3620, -1283, 32, 8, 840
33472200, 34042200, 270, 191, R, 403, 3620, -1065, 32, 8, 842
33472200, 34042200, 270, 191, R, 404, 3620, -1707, 32, 8, 844
33472200, 34042200, 270, 164, R, 351, 3620, -676, 28, 7, 846
33472200, 34042200, 270, 166, R, 359, 3620, -183, 28, 7, 848
33472200, 34042200, 270, 255, Ex, 543, 1620, -441, 40, 10, 1000
33472200, 34042200, 270, 255, Ex, 544, 1620, -330, 40, 10, 1002
33472200, 34042200, 270, 281, Ex, 597, 1620, 0, 44, 11, 1004
33472200, 34042200, 270, 545, Ex, 1107, 1620, -1407, 84, 21, 1006
33472200, 34042200, 270, 229, Ex, 495, 1620, -1313, 36, 9, 1008
33472200, 34042200, 270, 229, Ex, 489, 1620, -196, 36, 9, 1010
33472200, 34042200, 270, 255, Ex, 547, 1620, -1448, 40, 10, 1012
33472200, 34042200, 270, 255, Ex, 544, 1620, -2680, 40, 10, 1014
33472200, 34042200, 270, 202, Ex, 440, 1620, -192, 32, 8, 1016
33472200, 34042200, 270, 202, Ex, 443, 1620, -1423, 32, 8, 1018
33472200, 34042200, 240, 378, Ex, 832, 1620, -20428, 60, 15, 1020
33472200, 34042200, 390, 221, Sv, 430, 1502, -730, 36, 9, 1300
33472200, 34042200, 240, 90, Ex, 169, 4800, -631, 12, 1, 1350
33472200, 34042200, 240, 90, Ex, 169, 4800, -1212, 12, 1, 1356
33472200, 34042200, 240, 90, Ex, 169, 4800, -1129, 12, 1, 1358
33472200, 34042200, 240, 90, Ex, 169, 4800, -1627, 12, 1, 1362
33472200, 34042200, 240, 90, Ex, 169, 4800, -1092, 12, 1, 1366
33472200, 34042200, 330, 98, Sp, 224, 4600, -763, 16, 4, 1714
33472200, 34042200, 300, 98, Sp, 224, 4600, -375, 16, 4, 1716
33472200, 34042200, 330, 98, Os, 224, 4600, -407, 16, 4, 3204
33472200, 34042200, 330, 98, Os, 224, 4600, -42, 16, 4, 3208
33472200, 34042200, 360, 98, Os, 224, 4600, -426, 16, 4, 3210
33472200, 34042200, 330, 98, Os, 224, 4600, -157, 16, 4, 3212
33472200, 34042200, 330, 98, Os, 224, 4600, -451, 16, 4, 3214
33472200, 34042200, 390, 98, Os, 224, 4600, -35, 16, 4, 3222
33472200, 34042200, 330, 98, Os, 224, 1630, -61, 16, 4, 3224
33472200, 34042200, 330, 98, Os, 224, 4600, 10, 16, 4, 3226
33472200, 34042200, 330, 98, Os, 224, 4600, -88, 16, 4, 3228
33472200, 34042200, 330, 91, Os, 212, 1630, -52, 16, 4, 3232
33472200, 34042200, 330, 98, Os, 224, 4600, -468, 16, 4, 3234
33472200, 34042200, 330, 98, Os, 224, 1630, -326, 16, 4, 3236
33472200, 34042200, 330, 98, Os, 224, 1630, -19, 16, 4, 3236
33472200, 34042200, 330, 88, Os, 212, 1630, -669, 16, 4, 3302
33472200, 34042200, 330, 91, Os, 212, 1630, -95, 16, 4, 3330
33472200, 34042200, 330, 98, Os, 224, 4600, -520, 16, 4, 3332
33472200, 34042200, 330, 98, Os, 224, 4600, -204, 16, 4, 3334
33472200, 34042200, 330, 98, Os, 224, 4600, -352, 16, 4, 3338
33472200, 34042200, 360, 587, Nex, 1310, 3700, -2593, 120, 21, 40501
33472200, 34042200, 360, 0, Nex, 0, 3630, -12180, 0, 0, 41721
33472200, 34042200, 360, 688, Nex, 1439, 1860, -1204, 122, 21, 42338
33472200, 34042200, 360, 669, Nex, 1460, 1860, 835, 118, 20, 42338
33472200, 34042200, 300, 533, Nex, 1076, 2160, 6739, 94, 16, 42511
33472200, 34042200, 420, 587, Nex, 1071, 1300, -31667, 86, 41, 43207
33472200, 34042200, 330, 0, Nex, 0, , -77760, 0, 0, 43209
33472200, 34042200, 360, 0, Nex, 0, 3630, 46380, 0, 0, 43401
33472200, 34042200, 360, 495, Nex, 1654, 3266, 6188, 112, 19, 43405
33472200, 34042200, 360, 307, Nex, 1226, 3630, -12763, 64, 16, 45043
33472200, 34042200, 360, 500, Nex, 1738, 3630, -2535, 132, 33, 45047
33472200, 34042200, 300, 307, Nex, 582, 3630, -63857, 84, 21, 45730
33472200, 34042200, 300, 301, Nex, 1242, 3630, -64880, 84, 21, 45730
33472200, 34042200, 360, 516, Nex, 560, 3700, 9554, 76, 19, 46721
33472200, 34042200, 360, 0, Pn, 0, 3630, -78660, 0, 0, 46751
33472200, 34042200, 360, 0, Pn, 0, 3266, -94920, 0, 0, 47001
33472200, 34042200, 360, 492, Pn, 2154, 3266, -19072, 140, 35, 47001
33472200, 34042200, 360, 399, Pn, 2076, 3266, -30946, 112, 28, 47005
33472200, 34042200, 360, 494, Nex, 1872, 3266, -37214, 100, 25, 47041
33472200, 34042200, 360, 519, Nex, 2680, 3266, -25391, 148, 37, 47045
33472200, 34042200, 360, 0, Nex, 0, 3266, -90720, 0, 0, 47053
33472200, 34042200, 360, 0, Nex, 0, 3266, -91920, 0, 0, 47053
33472200, 34042200, 360, 376, Nex, 1991, 1630, -64684, 108, 27, 47334
33472200, 34042200, 360, 297, Pn, 487, 1890, -5362, 76, 19, 48071
33472200, 34042200, 360, 314, Pn, 567, 7530, -26728, 80, 20, 48073
33472200, 34042200, 360, 0, Nex, 0, , -79860, 0, 0, 48330
33472200, 34042200, 360, 607, Nex, 1153, 1300, 9879, 80, 20, 48330
33472200, 34042200, 360, 638, Nex, 1176, 3630, 1441, 84, 21, 48358
33472200, 34042200, 360, 0, Pn, 0, , -82380, 0, 0, 48738
33472200, 34042200, 360, 574, Pn, 1081, 3630, 8388, 67, 22, 49405
33472200, 34042200, 360, 520, Pn, 732, 1310, -54349, 88, 22, 53448
33472200, 34042200, 360, 414, Pn, 1824, 1220, -60146, 92, 23, 53624
33472200, 34042200, 360, 292, Nex, 586, 1300, -11274, 84, 21, 53984
33472200, 34042200, 300, 487, Nex, 1293, 1890, -5260, 106, 18, 54011
33472200, 34042200, 360, 423, Pn, 868, 1630, -6831, 124, 31, 54102
33472200, 34042200, 360, 516, Pn, 1968, 1630, -5309, 104, 26, 54112
33472200, 34042200, 330, 547, Pn, 2329, 1930, -21571, 152, 38, 54121
33472200, 34042200, 360, 350, Pn, 520, 1860, -14910, 84, 21, 54179
33472200, 34042200, 360, 377, Pn, 1664, 1890, -42591, 88, 22, 54206
33472200, 34042200, 360, 17, Lv, 87, 3630, 1191, 4, 1, 54411
33472200, 34042200, 420, 246, Pn, 486, 1210, -37746, 72, 18, 54469
33472200, 34042200, 360, 14, Lv, 64, 7420, -1771, 4, 1, 54566
33472200, 34042200, 360, 20, Lv, 87, 1890, -1339, 4, 1, 54595
33472200, 34042200, 390, 99, Sluz, 317, 7300, -15162, 21, 5, 54600
33472200, 34042200, 420, 230, Pn, 455, 1890, -38091, 72, 18, 54627
33472200, 34042200, 480, 268, Pn, 574, 7400, -12915, 88, 22, 54628
33472200, 34042200, 330, 19, Lv, 85, 3650, -10846, 4, 1, 54841
33472200, 34042200, 450, 593, Pn, 1170, 1930, -14981, 168, 42, 54868
33472200, 34042200, 330, 0, Nex, 0, , -3060, 0, 0, 54904
33472200, 34042200, 330, 555, Nex, 652, 1230, -11539, 84, 21, 54904
33472200, 34042200, 240, 19, Lv, 84, 1860, -5135, 4, 1, 54931
33472200, 34042200, 360, 367, Pn, 743, 3630, 376080, 120, 30, 59675
33472200, 34042200, 360, 367, Pn, 743, 3630, 376080, 120, 30, 59675
33472200, 34042200, 240, 107, Nex, 235, 1630, -794, 18, 5, 60050
33472200, 34042200, 240, 91, Nex, 203, 3630, -241, 16, 4, 60052
33472200, 34042200, 330, 126, Nex, 229, 3630, 859, 20, 8, 60054
33472200, 34042200, 360, 107, Nex, 549, 1300, -503, 28, 7, 60100
33472200, 34042200, 360, 231, Nex, 775, 1300, -2042, 46, 10, 60100
33472200, 34042200, 360, 328, Nex, 532, 1300, 695, 84, 21, 60102
33472200, 34042200, 360, 17, Nex, 85, 1300, 6409, 4, 1, 60102
33472200, 34042200, 330, 181, Nex, 655, 3630, 6978, 40, 10, 60106
33472200, 34042200, 360, 186, Nex, 503, 1300, -884, 36, 9, 60209
33472200, 34042200, 360, 0, Nex, 0, , -79260, 0, 0, 60400
33472200, 34042200, 360, 435, Nex, 1398, 1300, -534, 92, 25, 60409
33472200, 34042200, 360, 17, Nex, 87, 1300, 3624, 4, 1, 60409
33472200, 34042200, 360, 28, Lv, 128, 1630, -3407, 8, 2, 60413
33472200, 34042200, 360, 644, Nex, 1216, 1630, -1323, 116, 26, 61010
33472200, 34042200, 360, 670, Pn, 2058, 3630, -4907, 180, 45, 62002
33472200, 34042200, 360, 593, Pn, 984, 1300, -381, 152, 49, 62010
33472200, 34042200, 360, 553, Pn, 1589, 1300, 406, 124, 35, 62010
33472200, 34042200, 360, 425, Pn, 1295, 1300, -9322, 102, 27, 62014
33472200, 34042200, 360, 339, Pn, 595, 1300, 62, 96, 24, 62016
33472200, 34042200, 360, 0, Pn, 0, 1300, -76980, 0, 0, 62022
33472200, 34042200, 360, 535, Pn, 1591, 1300, -1102, 124, 31, 62172
33472200, 34042200, 330, 19, Lv, 120, 1630, -48240, 6, 1, 64000
33472200, 34042200, 360, 387, Pn, 720, 3630, -33393, 120, 30, 64100
33472200, 34042200, 360, 303, Pn, 1695, 1200, 3963, 88, 22, 64400
33472200, 34042200, 360, 0, Pn, 0, 3630, -8340, 0, 0, 65523
33472200, 34042200, 360, 378, Pn, 1670, 3630, -11468, 84, 21, 65523
33472200, 34042200, 360, 0, Pn, 0, 1300, -35160, 0, 0, 65524
33472200, 34042200, 420, 414, Pn, 2395, 1810, -6096, 124, 31, 69230
33472200, 34042200, 330, 0, Nex, 0, 3830, -25260, 0, 0, 69510
33472200, 34042200, 360, 17, Sv, 87, 3620, -3895, 4, 1, 90046
33472200, 34042200, 390, 14, Sluz, 24, 4390, -4530, 2, 1, 100820
33472200, 34042200, 300, 22, Sluz, 72, 1390, -1986, 4, 1, 101718
33654500, 34694000, 210, 150, Ex, 345, 3800, -1547, 24, 6, 101
33654500, 34694000, 210, 150, Ex, 341, 3800, -987, 24, 6, 103
33654500, 34694000, 210, 150, Ex, 352, 3800, -248, 24, 6, 105
